,County_Code,Policy_Effective_Year,Total_Policy_Insurance_Cost,Units_Per_Policy,Building_Limits_Purchased,Contents_Limits_Purchased,Policy_Insurance_Premium,Policy_Sold_Count
332,48185,2019,1014.0043103448276,232.0,47374400.0,19594700.0,775.3491379310345,232
333,48185,2020,1037.5546558704452,247.0,53204000.0,24614100.0,778.2348178137652,247
334,48185,2021,1418.0,49.0,10164100.0,4742400.0,1073.6530612244899,49
335,48187,2018,1264.1768042861645,3185.0,620838700.0,186686600.0,983.1563189410653,3173
336,48187,2019,1275.1305220883535,3000.0,598084800.0,177092900.0,997.3852074966533,2988
337,48187,2020,1346.8632646385345,3069.0,619169700.0,181757100.0,1040.6679751390252,3057
338,48187,2021,1401.4664082687339,786.0,152870100.0,42792300.0,1077.6291989664082,774
339,48189,2018,1783.2,90.0,12864800.0,5291500.0,1397.6222222222223,90
340,48189,2019,1755.2087912087911,91.0,13978700.0,5619900.0,1373.2417582417581,91
341,48189,2020,1809.3118279569892,93.0,14462600.0,4834000.0,1394.6236559139784,93
342,48189,2021,2246.483870967742,31.0,5662300.0,1848500.0,1717.1935483870968,31
343,48191,2018,540.0,4.0,328000.0,120000.0,366.25,4
344,48191,2019,559.0,3.0,293000.0,110000.0,370.0,3
345,48191,2020,432.5,2.0,275000.0,110000.0,324.5,2
346,48193,2018,1367.7272727272727,11.0,1252800.0,146200.0,1037.090909090909,11
347,48193,2019,1606.0,8.0,1088300.0,138200.0,1258.0,8
348,48193,2020,1704.5714285714287,7.0,983300.0,138200.0,1326.5714285714287,7
349,48195,2018,1123.8,5.0,960000.0,280000.0,812.0,5
350,48195,2019,1350.5,4.0,885000.0,250000.0,1027.75,4
351,48195,2020,1441.75,4.0,885000.0,250000.0,1082.5,4
352,48195,2021,572.0,1.0,250000.0,100000.0,442.0,1
353,48197,2018,1223.0,1.0,235000.0,0.0,803.0,1
354,48199,2018,631.153801843318,3472.0,697114300.0,268632800.0,487.34447004608296,3472
355,48199,2019,657.2132556849695,3606.0,745737800.0,289882600.0,512.1469772601221,3606
356,48199,2020,698.2390779951755,3731.0,804963900.0,318381000.0,530.7502010184937,3731
357,48199,2021,789.9627071823204,724.0,158903200.0,62365600.0,605.5193370165746,724
358,48201,2018,690.757007093694,341133.0,72016340700.0,26709672200.0,521.6899218034604,331985
359,48201,2019,723.5196610169492,348561.0,74984576100.0,27924497300.0,551.1845635506663,339250
360,48201,2020,757.0930521267239,364379.0,79103720100.0,29672500100.0,568.3749091536371,353619
361,48201,2021,903.1693227440874,58985.0,13076256000.0,4676182800.0,680.3039674608601,57039
362,48203,2018,1243.736301369863,292.0,49507600.0,14056400.0,978.3356164383562,292
363,48203,2019,1231.8524590163934,244.0,44683700.0,12596900.0,942.9959016393443,244
364,48203,2020,1340.30078125,256.0,49337900.0,13801000.0,1033.015625,256
365,48203,2021,1500.967741935484,62.0,11809000.0,2915800.0,1123.3870967741937,62
366,48205,2018,450.0,1.0,250000.0,100000.0,348.0,1
367,48205,2019,1175.0,2.0,500000.0,200000.0,967.5,2
368,48205,2020,1233.5,2.0,500000.0,200000.0,1013.0,2
369,48205,2021,2085.0,1.0,250000.0,100000.0,1703.0,1
370,48207,2018,844.8048780487804,82.0,6359500.0,2231600.0,574.1951219512196,82
371,48207,2019,782.3116883116883,77.0,6393700.0,2300100.0,518.5064935064935,77
372,48207,2020,720.7368421052631,76.0,5745800.0,2084700.0,461.11842105263156,76
373,48207,2021,1181.7692307692307,13.0,1054200.0,380400.0,869.4615384615385,13
374,48209,2018,748.5939533103713,2618.0,530528300.0,175781400.0,524.849598163031,2613
375,48209,2019,775.193637077769,2551.0,522731800.0,176610400.0,551.0212097407698,2546
376,48209,2020,828.5687008611008,2676.0,550442900.0,180577500.0,583.2867839760389,2671
377,48209,2021,1021.9799635701276,554.0,116137600.0,38158000.0,760.0491803278688,549
378,48213,2018,859.6964856230032,313.0,61032600.0,21100100.0,624.4185303514377,313
379,48213,2019,842.9589905362776,317.0,62782200.0,22575600.0,607.6088328075709,317
380,48213,2020,952.828025477707,314.0,65123400.0,23102400.0,686.3694267515923,314
381,48213,2021,1179.0945945945946,74.0,16189800.0,6705000.0,860.7432432432432,74
382,48215,2018,569.8436304436304,12376.0,2154944700.0,828931200.0,426.419536019536,12285
383,48215,2019,602.2081238214959,12819.0,2294143200.0,894005800.0,451.80098994343183,12728
384,48215,2020,621.7405994172333,14505.0,2644432900.0,1047270200.0,457.70424587206884,14414
385,48215,2021,839.3951915852742,1331.0,245361600.0,94886600.0,619.2171299774606,1331
386,48217,2018,891.4756097560976,82.0,14433900.0,4182700.0,674.4146341463414,82
387,48217,2019,932.8421052631579,76.0,13952200.0,4257000.0,712.0263157894736,76
388,48217,2020,1061.7058823529412,85.0,15366700.0,4633300.0,805.7764705882353,85
389,48217,2021,1592.235294117647,17.0,2903800.0,840000.0,1259.8823529411766,17
390,48219,2018,1277.7058823529412,51.0,6837600.0,1860800.0,996.1960784313726,51
391,48219,2019,1354.5098039215686,51.0,6932600.0,1868800.0,1051.1764705882354,51
392,48219,2020,1577.6304347826087,46.0,6643700.0,1886800.0,1243.6739130434783,46
393,48219,2021,1703.2666666666667,15.0,2110300.0,874700.0,1347.4,15
394,48221,2018,789.9472817133443,607.0,122019200.0,37441800.0,596.2108731466227,607
395,48221,2019,784.1974110032362,618.0,129154500.0,40480000.0,593.0873786407767,618
396,48221,2020,869.6765676567657,606.0,127559100.0,39523700.0,651.8547854785479,606
397,48221,2021,881.1756756756756,148.0,31936900.0,9354100.0,644.9594594594595,148
398,48223,2018,1547.3552631578948,76.0,14158200.0,4410100.0,1233.671052631579,76
399,48223,2019,1511.2285714285715,70.0,13016700.0,4401800.0,1209.3857142857144,70
400,48223,2020,1357.1298701298701,77.0,16319100.0,5301600.0,956.9480519480519,77
401,48223,2021,1412.7058823529412,17.0,4087900.0,641000.0,1094.9411764705883,17
402,48225,2018,1109.8333333333333,54.0,10492200.0,3364100.0,834.8703703703703,54
403,48225,2019,1210.8545454545454,55.0,10758200.0,3730500.0,928.4545454545455,55
404,48225,2020,1430.7692307692307,52.0,9742300.0,3348300.0,1095.1538461538462,52
405,48225,2021,1385.6666666666667,12.0,2206000.0,555000.0,992.4166666666666,12
406,48227,2018,1600.1521739130435,46.0,8196400.0,3107000.0,1243.5652173913043,46
407,48227,2019,1936.8461538461538,39.0,6817300.0,2412000.0,1513.5897435897436,39
408,48227,2020,2016.4594594594594,37.0,6480000.0,2410000.0,1559.7837837837837,37
409,48227,2021,1919.3,10.0,1754500.0,820000.0,1495.8,10
410,48229,2018,6083.047619047619,21.0,3761100.0,2048900.0,5038.952380952381,21
411,48229,2019,7082.882352941177,17.0,3360200.0,2059500.0,5910.882352941177,17
412,48229,2020,7480.35294117647,17.0,3307600.0,2074600.0,6180.882352941177,17
413,48229,2021,7149.875,8.0,1400900.0,934000.0,5828.875,8
414,48231,2018,885.3985239852399,271.0,57224400.0,18244200.0,670.6715867158672,271
415,48231,2019,1011.0149812734082,267.0,56230100.0,18602300.0,779.4119850187266,267
416,48231,2020,1104.365758754864,257.0,54093100.0,17125600.0,843.2295719844358,257
417,48231,2021,1006.2542372881356,59.0,10936800.0,3072800.0,773.271186440678,59
418,48233,2018,2931.0,10.0,2410800.0,528700.0,2435.6,10
419,48233,2019,610.0,7.0,1633000.0,520000.0,480.85714285714283,7
420,48233,2020,842.7,10.0,2049000.0,600000.0,633.3,10
421,48233,2021,1399.3333333333333,3.0,466000.0,100000.0,1002.0,3
422,48235,2018,1616.0,7.0,813900.0,177100.0,1315.142857142857,7
423,48235,2019,1619.25,4.0,587000.0,160000.0,1348.25,4
424,48235,2020,1221.25,4.0,587000.0,80000.0,976.75,4
425,48237,2018,696.8888888888889,9.0,1017100.0,156700.0,458.6666666666667,9
426,48237,2019,532.875,8.0,912800.0,162000.0,332.875,8
427,48237,2020,543.0,10.0,1362800.0,342000.0,351.2,10
428,48237,2021,1348.5,2.0,750000.0,150000.0,1003.5,2
429,48239,2018,790.1214285714286,700.0,124642700.0,46929500.0,575.5114285714286,700
430,48239,2019,830.3809523809524,672.0,122683100.0,45726400.0,615.4389880952381,672
431,48239,2020,866.978947368421,665.0,121687200.0,46573400.0,633.6390977443609,665
432,48239,2021,1009.0984848484849,132.0,22965900.0,8563500.0,756.75,132
433,48241,2018,708.8964646464647,396.0,63097800.0,23705300.0,554.6186868686868,396
434,48241,2019,701.3,370.0,62546500.0,24606700.0,542.3675675675676,370
435,48241,2020,773.1260273972603,365.0,68081400.0,27167600.0,574.7698630136987,365
436,48241,2021,893.4029850746268,67.0,13095400.0,4796200.0,672.4925373134329,67
437,48243,2018,1142.75,12.0,2836300.0,863800.0,847.0,12
438,48243,2019,1529.375,8.0,1987400.0,507000.0,1229.5,8
439,48243,2020,866.8571428571429,7.0,1487400.0,507000.0,663.8571428571429,7
440,48243,2021,1982.0,1.0,221400.0,67000.0,1425.0,1
441,48245,2018,594.7116887472748,30061.0,5870358400.0,2360945400.0,442.10581921851417,29815
442,48245,2019,639.9308390405182,29907.0,6009131600.0,2418580800.0,481.04058567524714,29641
443,48245,2020,676.8185194130789,33322.0,6774717900.0,2737337300.0,497.1308797777912,33122
444,48245,2021,785.0955487336914,5322.0,1108451600.0,439163200.0,579.707981580967,5212
445,48247,2018,1211.1363636363637,22.0,2363900.0,365500.0,912.3636363636364,22
446,48247,2019,961.2857142857143,21.0,1920900.0,385500.0,732.5714285714286,21
447,48247,2020,1119.1052631578948,19.0,1665700.0,244000.0,841.2105263157895,19
448,48247,2021,814.75,4.0,498000.0,140000.0,589.75,4
449,48249,2018,893.8309352517986,556.0,101519600.0,31790200.0,665.2464028776978,556
450,48249,2019,960.4319852941177,544.0,100179900.0,30656100.0,725.3033088235294,544
451,48249,2020,996.1627056672761,547.0,103887800.0,32810600.0,744.526508226691,547
452,48249,2021,1331.495652173913,115.0,24966400.0,6596700.0,989.9391304347826,115
453,48251,2018,839.8272471910112,712.0,130340700.0,41561300.0,628.9157303370787,712
454,48251,2019,892.5211062590976,687.0,129601500.0,41124900.0,681.4599708879185,687
455,48251,2020,969.3157099697885,662.0,126343300.0,39230700.0,728.5438066465257,662
456,48251,2021,1028.6121495327102,214.0,39843000.0,12198700.0,771.0327102803739,214
457,48253,2018,1581.1702127659576,94.0,13238300.0,4127800.0,1281.1808510638298,94
458,48253,2019,1602.8494623655913,93.0,14512400.0,4588500.0,1300.6021505376343,93
459,48253,2020,2003.421686746988,83.0,13835200.0,4295600.0,1628.5903614457832,83
460,48253,2021,1485.5,22.0,2881000.0,480500.0,1162.590909090909,22
461,48255,2018,962.4545454545455,44.0,7806500.0,3592200.0,722.3863636363636,44
462,48255,2019,843.4878048780488,41.0,7482000.0,3548900.0,625.8780487804878,41
463,48255,2020,942.3414634146342,41.0,7847500.0,3681700.0,700.4146341463414,41
464,48255,2021,979.0,7.0,1550000.0,620000.0,760.0,7
465,48257,2018,736.8405797101449,276.0,56631000.0,20488000.0,546.6050724637681,276
466,48257,2019,771.327922077922,308.0,62269200.0,19980400.0,558.8311688311688,308
467,48257,2020,848.9588014981273,267.0,54807100.0,19524200.0,640.2546816479401,267
468,48257,2021,944.457627118644,59.0,12597500.0,4373000.0,724.3559322033898,59
469,48259,2018,877.6253731343284,670.0,148253500.0,45933900.0,660.165671641791,670
470,48259,2019,939.3389570552147,652.0,151612500.0,45282800.0,718.5398773006135,652
471,48259,2020,986.7046875,640.0,149077000.0,45050600.0,745.421875,640
472,48259,2021,1076.2043795620439,137.0,30776500.0,9640100.0,804.0802919708029,137
473,48261,2018,437.5,2.0,450000.0,180000.0,337.0,2
474,48261,2019,456.0,1.0,200000.0,80000.0,353.0,1
475,48261,2020,487.0,1.0,200000.0,80000.0,370.0,1
476,48265,2018,984.1274193548387,620.0,122212300.0,40259400.0,719.924193548387,620
477,48265,2019,1057.8129952456418,631.0,123044800.0,39689800.0,781.5150554675118,631
478,48265,2020,1138.6373134328358,670.0,129160200.0,40860600.0,832.6970149253731,670
479,48265,2021,1500.4301675977654,179.0,33637100.0,10370200.0,1111.2458100558658,179
480,48267,2018,2034.2083333333333,72.0,12805000.0,3385600.0,1607.5694444444443,72
481,48267,2019,2391.72131147541,61.0,12922000.0,3434900.0,1928.639344262295,61
482,48267,2020,1920.0169491525423,59.0,12603900.0,3483900.0,1501.9322033898304,59
483,48267,2021,1314.5714285714287,21.0,4721300.0,1448600.0,986.7142857142857,21
484,48271,2018,827.5454545454545,22.0,3297000.0,1281000.0,599.0909090909091,22
485,48271,2019,935.44,25.0,4280000.0,1681000.0,669.96,25
486,48271,2020,1034.125,24.0,4082700.0,1521000.0,742.75,24
487,48271,2021,848.75,4.0,654700.0,100000.0,618.5,4
488,48273,2018,729.4471780028944,691.0,122680300.0,45915700.0,543.3603473227207,691
489,48273,2019,758.8828828828829,666.0,119212700.0,43736400.0,570.0540540540541,666
490,48273,2020,810.0974889217134,677.0,125087100.0,47625600.0,602.5243722304284,677
491,48273,2021,998.2022471910112,89.0,16386500.0,5870600.0,746.4719101123595,89
492,48275,2018,366.0,1.0,125000.0,50000.0,275.0,1
493,48275,2019,673.5,2.0,209000.0,60000.0,531.5,2
494,48275,2020,741.0,2.0,259000.0,80000.0,575.0,2
495,48275,2021,995.0,1.0,59000.0,0.0,780.0,1
496,48277,2018,890.4010416666666,192.0,25600100.0,7772200.0,644.953125,192
497,48277,2019,921.0164835164835,182.0,25849700.0,8283300.0,668.434065934066,182
498,48277,2020,939.2048192771084,166.0,24409800.0,7307700.0,683.3855421686746,166
499,48277,2021,987.439024390244,41.0,6197600.0,1855900.0,718.1463414634146,41
500,48279,2018,1029.7058823529412,17.0,1172400.0,60000.0,759.5294117647059,17
501,48279,2019,1074.7692307692307,13.0,1253600.0,160000.0,829.1538461538462,13
502,48279,2020,1194.8666666666666,15.0,1335300.0,160000.0,918.7333333333333,15
503,48279,2021,1337.0,3.0,106200.0,0.0,1006.0,3
504,48281,2018,930.9702970297029,101.0,17820500.0,5137600.0,692.3168316831683,101
505,48281,2019,1046.1473684210525,95.0,16731100.0,4586900.0,799.2210526315789,95
506,48281,2020,1011.639175257732,97.0,17336600.0,4742400.0,752.680412371134,97
507,48281,2021,1443.590909090909,22.0,3959900.0,1043800.0,1108.6818181818182,22
508,48283,2018,1265.8125,16.0,1564800.0,250000.0,999.4375,16
509,48283,2019,1417.1875,16.0,1576300.0,250000.0,1132.875,16
510,48283,2020,1789.076923076923,13.0,1675600.0,230000.0,1422.1538461538462,13
511,48283,2021,1682.0,1.0,180000.0,100000.0,1362.0,1
512,48285,2018,1154.7586206896551,203.0,32864200.0,12332700.0,882.9162561576354,203
513,48285,2019,1205.8244680851064,188.0,31732400.0,11627000.0,937.2765957446809,188
514,48285,2020,1356.0150753768844,199.0,35091600.0,13438300.0,1051.1507537688442,199
515,48285,2021,2172.921568627451,51.0,9527200.0,3337800.0,1737.9607843137255,51
516,48287,2018,612.3454545454546,55.0,7305600.0,2514400.0,473.7818181818182,55
517,48287,2019,700.0192307692307,52.0,8949100.0,2864200.0,509.90384615384613,52
518,48287,2020,735.5128205128206,39.0,6712600.0,2346200.0,533.3333333333334,39
519,48287,2021,881.1666666666666,6.0,1000000.0,285000.0,633.6666666666666,6
520,48289,2018,926.0645161290323,31.0,4395100.0,1180800.0,661.483870967742,31
521,48289,2019,1042.0263157894738,38.0,5359000.0,1469400.0,758.5263157894736,38
522,48289,2020,985.1282051282051,39.0,6117300.0,1980000.0,660.8974358974359,39
523,48289,2021,1119.4444444444443,9.0,1654800.0,454300.0,814.2222222222222,9
524,48291,2018,739.086576937068,2749.0,450092500.0,162113500.0,587.0571116769735,2749
525,48291,2019,771.524926686217,2728.0,486085500.0,182542500.0,611.1147360703812,2728
526,48291,2020,809.5402054551895,2823.0,546272200.0,211458000.0,613.910024796316,2823
527,48291,2021,921.0616302186879,503.0,100564200.0,33473500.0,688.4115308151094,503
528,48293,2018,1056.965909090909,88.0,13360000.0,4512600.0,811.6590909090909,88
529,48293,2019,1103.1927710843374,83.0,13321000.0,4433700.0,848.289156626506,83
530,48293,2020,1108.035294117647,85.0,13212300.0,4532400.0,844.1882352941177,85
531,48293,2021,1205.8666666666666,15.0,2079700.0,653300.0,890.6,15
532,48295,2018,1371.6363636363637,22.0,3145400.0,330000.0,1084.7727272727273,22
533,48295,2019,1220.695652173913,23.0,2964600.0,211000.0,964.0869565217391,23
534,48295,2020,1396.3636363636363,22.0,2909300.0,178000.0,1088.6363636363637,22
535,48295,2021,1138.0,4.0,354000.0,7500.0,805.5,4
536,48297,2018,1171.7830188679245,106.0,16508100.0,5356300.0,916.622641509434,106
537,48297,2019,1345.1009174311926,109.0,17682200.0,5582400.0,1065.2660550458716,109
538,48297,2020,1408.3982300884957,113.0,18591500.0,5463700.0,1104.495575221239,113
539,48297,2021,1621.76,25.0,4684700.0,1558200.0,1267.08,25
540,48299,2018,1214.698081734779,1243.0,268920400.0,66783800.0,888.2452043369475,1199
541,48299,2019,1332.5553784860558,1299.0,281289500.0,69740700.0,991.1282868525897,1255
542,48299,2020,1355.8838808250573,1353.0,298226300.0,74540900.0,990.7402597402597,1309
543,48299,2021,1282.865329512894,350.0,78158800.0,20035400.0,926.0401146131805,349
544,48303,2018,1436.6513979773945,1681.0,287393800.0,50806600.0,1097.4009518143962,1681
545,48303,2019,1526.8904569892472,1488.0,270615900.0,44950100.0,1184.913306451613,1488
546,48303,2020,1611.1997019374069,1342.0,251292400.0,47102000.0,1239.5081967213114,1342
547,48303,2021,1740.4985163204747,337.0,60807200.0,11831200.0,1332.6112759643918,337
548,48305,2018,271.0,1.0,50000.0,20000.0,192.0,1
549,48305,2019,290.0,1.0,50000.0,20000.0,209.0,1
550,48305,2020,308.0,1.0,50000.0,20000.0,219.0,1
551,48307,2018,1553.1052631578948,19.0,2544300.0,751500.0,1237.157894736842,19
552,48307,2019,1552.111111111111,18.0,2350600.0,640000.0,1244.5555555555557,18
553,48307,2020,1599.25,16.0,2027800.0,580000.0,1266.375,16
554,48307,2021,977.5,2.0,149000.0,0.0,765.0,2
555,48309,2018,1112.0963455149501,917.0,174663600.0,48423500.0,843.9291251384275,903
556,48309,2019,1161.1289592760181,898.0,175245500.0,51459700.0,893.2850678733032,884
557,48309,2020,1161.3860045146728,893.0,180957000.0,56217000.0,882.8002257336343,886
558,48309,2021,1099.8412698412699,259.0,51781400.0,14691700.0,820.4404761904761,252
559,48311,2018,944.0909090909091,11.0,2311200.0,800000.0,647.3636363636364,11
560,48311,2019,996.4615384615385,13.0,2571200.0,900000.0,681.2307692307693,13
561,48311,2020,1042.6363636363637,11.0,2106500.0,800000.0,680.5454545454545,11
562,48311,2021,858.0,1.0,250000.0,100000.0,494.0,1
563,48313,2018,2414.240740740741,54.0,11891400.0,5153800.0,1937.388888888889,54
564,48313,2019,1542.876923076923,65.0,12545500.0,5899600.0,1189.2307692307693,65
565,48313,2020,1831.867924528302,53.0,10713500.0,5231400.0,1418.867924528302,53
566,48313,2021,2424.3333333333335,12.0,2732900.0,1800500.0,1937.9166666666667,12
567,48315,2018,978.8928571428571,28.0,2404000.0,602000.0,721.6071428571429,28
568,48315,2019,781.4615384615385,26.0,2210600.0,607000.0,560.0,26
569,48315,2020,842.7333333333333,30.0,2658100.0,740000.0,597.5666666666667,30
570,48315,2021,778.7142857142857,7.0,410000.0,128400.0,545.1428571428571,7
571,48317,2018,2005.4,20.0,2476000.0,242500.0,1592.8,20
572,48317,2019,2300.5882352941176,17.0,2222400.0,284100.0,1845.8823529411766,17
573,48317,2020,2294.5,16.0,2120400.0,231600.0,1813.6875,16
574,48317,2021,722.5,2.0,277700.0,101600.0,464.0,2
575,48319,2018,1059.578947368421,19.0,1401500.0,165800.0,742.7894736842105,19
576,48319,2019,994.3076923076923,13.0,1202100.0,157900.0,693.1538461538462,13
577,48319,2020,1066.1,10.0,951200.0,127900.0,746.6,10
578,48319,2021,702.0,2.0,43400.0,0.0,341.0,2
579,48321,2018,1351.6537295330504,3298.0,621661000.0,210576000.0,1056.2868405093996,3298
580,48321,2019,1379.688992248062,3225.0,619623600.0,215426500.0,1083.7919379844961,3225
581,48321,2020,1339.7509386733416,3196.0,636359100.0,223171900.0,1019.325719649562,3196
582,48321,2021,1563.1741397288843,959.0,183488200.0,53561400.0,1193.9666319082378,959
583,48323,2018,1160.0231213872833,173.0,27538200.0,12277300.0,876.8381502890173,173
584,48323,2019,1243.9451219512196,164.0,26541100.0,11218100.0,946.420731707317,164
585,48323,2020,1272.7391304347825,161.0,26603300.0,10951900.0,955.8944099378882,161
586,48323,2021,1151.9024390243903,41.0,5964200.0,1367300.0,851.2682926829268,41
587,48325,2018,935.6275303643724,494.0,84065400.0,23817800.0,702.5506072874493,494
588,48325,2019,980.9978723404255,470.0,83058300.0,24005000.0,746.5255319148936,470
589,48325,2020,1076.3467230443975,473.0,84379800.0,24551600.0,820.2959830866807,473
590,48325,2021,1467.2376237623762,101.0,17584800.0,4789400.0,1143.1386138613861,101
591,48327,2018,1401.4102564102564,78.0,8224400.0,1177700.0,1050.8589743589744,78
592,48327,2019,1505.3037974683543,79.0,8104200.0,1077100.0,1158.7215189873418,79
593,48327,2020,1169.5454545454545,66.0,6726000.0,1047100.0,844.8939393939394,66
594,48327,2021,1173.857142857143,14.0,1383400.0,68500.0,890.4285714285714,14
595,48329,2018,1299.6162123385939,1458.0,312678900.0,52000900.0,1009.2826398852224,1394
596,48329,2019,1301.030281182408,1399.0,316829600.0,54605200.0,1013.268925739005,1387
597,48329,2020,1333.0324283559578,1326.0,300110000.0,56221700.0,1029.2300150829562,1326
598,48329,2021,1401.5625,336.0,76421000.0,13570900.0,1085.389880952381,336
599,48331,2018,809.7857142857143,28.0,3418900.0,1082200.0,606.4285714285714,28
600,48331,2019,938.5588235294117,34.0,4845900.0,1922500.0,721.5882352941177,34
601,48331,2020,1344.3243243243244,37.0,4427800.0,1244100.0,1011.918918918919,37
602,48331,2021,958.5714285714286,7.0,1083000.0,305800.0,727.4285714285714,7
603,48335,2018,657.6666666666666,6.0,776500.0,260000.0,488.5,6
604,48335,2019,669.5714285714286,7.0,986200.0,340000.0,504.57142857142856,7
605,48335,2020,587.8333333333334,6.0,980000.0,380000.0,422.3333333333333,6
606,48337,2018,1107.3333333333333,84.0,13083700.0,3812700.0,842.202380952381,84
607,48337,2019,1146.289156626506,83.0,13480200.0,4024400.0,875.0722891566265,83
608,48337,2020,1222.126582278481,79.0,12244900.0,3584500.0,925.4050632911392,79
609,48337,2021,1282.0833333333333,12.0,2420000.0,745500.0,980.6666666666666,12
610,48339,2018,582.4074136195908,29849.0,6629830300.0,2605167300.0,440.96564911103656,29810
611,48339,2019,606.6650297310889,33842.0,7631531600.0,3017969400.0,463.1947164452859,33803
612,48339,2020,639.5524571303347,36545.0,8329663700.0,3317710700.0,481.24152194159865,36506
613,48339,2021,742.0514228657014,6018.0,1384497000.0,534229200.0,560.562656015976,6009
614,48341,2018,1351.0,10.0,848000.0,112000.0,1013.9,10
615,48341,2019,1340.4,10.0,880000.0,112000.0,1024.3,10
616,48341,2020,2003.0,8.0,640300.0,0.0,1547.125,8
617,48341,2021,1995.0,3.0,271000.0,0.0,1563.6666666666667,3
618,48343,2018,906.9130434782609,23.0,2192500.0,478300.0,711.0434782608696,23
619,48343,2019,1110.0,19.0,2067400.0,382400.0,893.0526315789474,19
620,48343,2020,859.5882352941177,17.0,1744400.0,437300.0,663.8823529411765,17
621,48343,2021,984.0,4.0,254500.0,12000.0,727.75,4
622,48347,2018,1123.4419889502763,181.0,37848900.0,11743700.0,825.3812154696133,181
623,48347,2019,1187.2359550561798,178.0,38619900.0,11615900.0,885.185393258427,178
624,48347,2020,1184.017543859649,171.0,39232400.0,11417200.0,861.8070175438596,171
625,48347,2021,947.4137931034483,29.0,5020700.0,2080800.0,658.551724137931,29
626,48349,2018,1173.815,200.0,33987500.0,10922100.0,907.625,200
627,48349,2019,1248.3908045977012,174.0,30385200.0,9924900.0,963.7701149425287,174
628,48349,2020,1364.0806451612902,186.0,33078800.0,10615300.0,1052.994623655914,186
629,48349,2021,1636.5192307692307,52.0,9822800.0,2242000.0,1264.6538461538462,52
630,48351,2018,728.596875,640.0,66177600.0,20501300.0,621.353125,640
631,48351,2019,792.7912371134021,388.0,55826600.0,20154300.0,625.5618556701031,388
632,48351,2020,857.2868020304569,394.0,60935100.0,23102200.0,651.3832487309645,394
633,48351,2021,896.5774647887324,71.0,9422800.0,3720000.0,681.9718309859155,71
634,48353,2018,1470.474358974359,78.0,9054200.0,961700.0,1155.525641025641,78
635,48353,2019,1386.2972972972973,74.0,9192100.0,933500.0,1084.2702702702702,74
636,48353,2020,1413.9420289855072,69.0,8715600.0,1119200.0,1105.6521739130435,69
637,48353,2021,1352.235294117647,17.0,2189700.0,388800.0,1019.9411764705883,17
638,48355,2018,882.7587947157489,32157.0,6204027700.0,2016380400.0,642.1309188065904,26948
639,48355,2019,943.8696005888506,31090.0,6103684900.0,1949423600.0,693.4662379421222,25813
640,48355,2020,992.3278810685943,32379.0,6493735700.0,2038855900.0,719.1591713551176,26839
641,48355,2021,1219.4118969746526,6316.0,1256810800.0,352723700.0,884.073385118561,4892
642,48357,2018,1005.0,1.0,76000.0,0.0,613.0,1
643,48357,2019,1015.0,1.0,76000.0,0.0,622.0,1
644,48357,2020,1026.0,1.0,76000.0,0.0,631.0,1
645,48361,2018,699.4140154772141,13956.0,2585276400.0,1022856800.0,537.6314846660935,13956
646,48361,2019,746.7342783684247,14391.0,2750461700.0,1090309400.0,578.0331457160726,14391
647,48361,2020,809.1053621825024,15945.0,3150043600.0,1270239900.0,610.9595484477893,15945
648,48361,2021,885.3498713708195,2721.0,538625500.0,210216700.0,661.3160602719588,2721
649,48363,2018,1084.0,196.0,30926100.0,10762600.0,778.6479591836735,196
650,48363,2019,950.1666666666666,198.0,34194200.0,12316700.0,665.8484848484849,198
651,48363,2020,1025.5628415300546,183.0,32924100.0,11513400.0,723.1420765027323,183
652,48363,2021,1454.0294117647059,34.0,6690300.0,1806500.0,1080.764705882353,34
653,48365,2018,492.0,11.0,1625000.0,630000.0,358.8181818181818,11
654,48365,2019,530.6,10.0,1400000.0,540000.0,389.8,10
655,48365,2020,537.6923076923077,13.0,1900000.0,740000.0,393.6923076923077,13
656,48365,2021,572.0,1.0,250000.0,100000.0,442.0,1
657,48367,2018,987.6064735945486,587.0,106256200.0,29371400.0,768.5792163543441,587
658,48367,2019,1048.9214285714286,560.0,109227700.0,29903100.0,815.0232142857143,560
659,48367,2020,1079.6835443037974,553.0,109456800.0,30375700.0,832.3471971066908,553
660,48367,2021,1040.969465648855,131.0,25470400.0,7371700.0,782.9694656488549,131
661,48369,2018,4079.0,2.0,185000.0,40000.0,3384.0,2
662,48369,2019,688.0,1.0,35000.0,10000.0,533.0,1
663,48369,2020,737.0,1.0,35000.0,10000.0,561.0,1
664,48371,2018,1694.6923076923076,13.0,1339900.0,130800.0,1334.923076923077,13
665,48371,2019,1904.5555555555557,9.0,1099800.0,130800.0,1571.6666666666667,9
666,48371,2020,2225.0,11.0,1436800.0,200800.0,1797.6363636363637,11
667,48371,2021,1538.5,2.0,183800.0,20800.0,1240.5,2
668,48373,2018,879.9749340369393,758.0,132124300.0,39711700.0,635.5277044854881,758
669,48373,2019,943.9312242090784,735.0,133640600.0,41584600.0,682.4112792297111,727
670,48373,2020,984.6754143646409,732.0,141084200.0,43397900.0,694.0372928176796,724
671,48373,2021,982.1986754966888,159.0,30755600.0,10446800.0,689.6092715231788,151
672,48375,2018,1297.5588235294117,204.0,31496800.0,10425200.0,1000.6029411764706,204
673,48375,2019,1453.0698924731182,186.0,30203400.0,12181400.0,1137.1774193548388,186
